channel,message_id,date,text,sender_id,views,image_path,doc_path,processed_text
@heyonlinemarket,1752,2025-04-08T07:01:46+00:00,"•PlayStation 5 Standard , 85,000 Birr
•Playstaion 5 Slim, 99,000 Birr
•Playstaion 5 Pro, 140,000 Birr

•PlayStation 4 Slim, 37,000 Birr
•PlayStation 4 Pro, 41,000 Birr

Contact 
0953964175 @heymobile
0925927457 @ebro4

@heyonlinemarket",-1001386408521,13152,data/raw/media\@heyonlinemarket_1752.jpg,,"•PlayStation 5 Standard , 85,000 ETB •Playstaion 5 Slim, 99,000 ETB •Playstaion 5 Pro, 140,000 ETB •PlayStation 4 Slim, 37,000 ETB •PlayStation 4 Pro, 41,000 ETB Contact 0953964175 @heymobile 0925927457 @ebro4 @heyonlinemarket"
@heyonlinemarket,1751,2025-04-06T15:54:55+00:00,"•Tab A9 (64/4)-19,500 Birr 
•Tab A9+ (64/4)- 33,000 birr

•Tab A9+ (128/8)- 38,000 Birr

• Tab S6 Lite (128/4)-45,000 birr
•Tab S9 FE  (128/6)-58,000 birr

Contact Us 
0953964175 @heymobile
0936222222 @heymobile1 

@heyonlinemarket",-1001386408521,12018,data/raw/media\@heyonlinemarket_1751.jpg,,"•Tab A9 (64/4)-19,500 ETB •Tab A9+ (64/4)- 33,000 ETB •Tab A9+ (128/8)- 38,000 ETB • Tab S6 Lite (128/4)-45,000 ETB •Tab S9 FE (128/6)-58,000 ETB Contact Us 0953964175 @heymobile 0936222222 @heymobile1 @heyonlinemarket"
@heyonlinemarket,1749,2025-03-22T16:31:50+00:00,"Apple 2024 MacBook Pro 

Laptop with M4 chip 
Built for Apple Intelligence, 
14.2-inch Liquid Retina XDR Display
16GB Memory, 512GB SSD Storage
 Space Black Color 

285,000 birr

Contact us
0953964175 
0925927457

@heyonlinemarket",-1001386408521,14041,data/raw/media\@heyonlinemarket_1749.jpg,,"Apple 2024 MacBook Pro Laptop with M4 chip Built for Apple Intelligence, 14.2-inch Liquid Retina XDR Display 16GB Memory, 512GB SSD Storage Black Color 285,000 ETB Contact us 0953964175 0925927457 @heyonlinemarket"
@heyonlinemarket,1747,2025-02-06T17:07:19+00:00,"Playstaion 5PRO (PS5 PRO)

•2TB Storage 
•16GB DDR 6 RAM
•AI Upscaling  
•Ray tracing …..

Contact us :
0953964175 @heymobile 
0925927457 @eBRO4 

@Heyonlinemarket",-1001386408521,19443,data/raw/media\@heyonlinemarket_1747.jpg,,Playstaion 5PRO (PS5 PRO) •2TB Storage •16GB DDR 6 RAM •AI Upscaling •Ray tracing ….. Contact us : 0953964175 @heymobile 0925927457 @eBRO4 @Heyonlinemarket
@heyonlinemarket,1746,2025-01-26T15:07:54+00:00,"Samsung 23 Ultra
Samsung 24 Ultra
Samsung 25 Ultra

Contact us :
0953964175 @heymobile 
0925927457 @eBRO4 

@Heyonlinemarket",-1001386408521,19758,data/raw/media\@heyonlinemarket_1746.jpg,,Samsung 23 Ultra Samsung 24 Ultra Samsung 25 Ultra Contact us : 0953964175 @heymobile 0925927457 @eBRO4 @Heyonlinemarket
@heyonlinemarket,1745,2025-01-17T16:08:19+00:00,"iPhone 16 Pro Max 
•256GB = 184,000 Birr
•512GB = 214,000 Birr

iPhone 15 Pro Max 
•256GB = 152,000 Birr
•512GB = 169,000 Birr

Contact us :
0925927457 @eBRO4 
0953964175 @heymobile
@Heyonlinemarket",-1001386408521,21323,data/raw/media\@heyonlinemarket_1745.jpg,,"iPhone 16 Pro Max •256GB = 184,000 ETB •512GB = 214,000 ETB iPhone 15 Pro Max •256GB = 152,000 ETB •512GB = 169,000 ETB Contact us : 0925927457 @eBRO4 0953964175 @heymobile @Heyonlinemarket"
@heyonlinemarket,1744,2025-01-03T16:05:27+00:00,"SAMSUNG And LG Smart TV

55 inches = 125,099 Birr
65 inches = 167,000 Birr

75 inches = 285,000 Birr
85 inches = 460,000 Birr

Contact us :
0953964175 @heymobile 

@Heyonlinemarket",-1001386408521,20682,data/raw/media\@heyonlinemarket_1744.jpg,,"SAMSUNG And LG Smart TV 55 inches = 125,099 ETB 65 inches = 167,000 ETB 75 inches = 285,000 ETB 85 inches = 460,000 ETB Contact us : 0953964175 @heymobile @Heyonlinemarket"
@heyonlinemarket,1743,2024-12-21T06:07:19+00:00,"🔹Mackbook M2 Air 

•02 CC 139,000 Birr
•15 CC 129,000 Birr
•50 CC 119,000 Birr

Contact us :
0953964175 @heymobile

@Heyonlinemarket",-1001386408521,109017,data/raw/media\@heyonlinemarket_1743.jpg,,"🔹Mackbook M2 Air •02 CC 139,000 ETB •15 CC 129,000 ETB •50 CC 119,000 ETB Contact us : 0953964175 @heymobile @Heyonlinemarket"
@heyonlinemarket,1742,2024-12-06T07:43:25+00:00,"-Mackbook Air M3 (2024)
16GM RAM
256GB SSD Storage

175,000 birr

Contact us :
0953964175 @heymobile

Facebook |Instagram |Telegram

@Heyonlinemarket",-1001386408521,319303,data/raw/media\@heyonlinemarket_1742.jpg,,"-Mackbook Air M3 (2024) 16GM RAM 256GB SSD Storage 175,000 ETB Contact us : 0953964175 @heymobile Facebook |Instagram |Telegram @Heyonlinemarket"
@heyonlinemarket,1740,2024-11-28T17:18:41+00:00,"Gaming PC (Core i9) 

🔸Z-Book, Core i9
    10th Generation 
    1TB Storage/ 32GB RAM 
    Nvidia RTX 5000 (16GB)  

🔹HP OMEN, Core i9 
     13th Generation
     1TB Storage/ 16GB RAM
     Nvidia RTX 4060 (8GB)

🔸Nitro-5, Core i9
     Core i9-13th Gen
     1TB Storage /16GB RAM
     Nvidia RTX 4060 (8GB)

Contact Us 
0953964175 @heymobile
@heyonlinemarket",-1001386408521,348465,data/raw/media\@heyonlinemarket_1740.jpg,,"Gaming PC (Core i9) 🔸Z-Book, Core i9 10th Generation 1TB Storage/ 32GB RAM Nvidia RTX 5000 (16GB) 🔹HP OMEN, Core i9 13th Generation 1TB Storage/ 16GB RAM Nvidia RTX 4060 (8GB) 🔸Nitro-5, Core i9 Core i9-13th Gen 1TB Storage /16GB RAM Nvidia RTX 4060 (8GB) Contact Us 0953964175 @heymobile @heyonlinemarket"
@heyonlinemarket,1739,2024-11-23T17:16:41+00:00,"Mac Book Pro With Apple M3 Chip

14’’ - 512GB/18GB- 00 CC, 240,000 
16’’ - 512GB/18GB- 07 CC, 240,000 
16’’ - 512GB/36GB - 27 CC, 260,000

Contact Us
0953964175 @heymobile 
0936222222 @heymobile1",-1001386408521,141341,data/raw/media\@heyonlinemarket_1739.jpg,,"Mac Book Pro With Apple M3 Chip 14’’ - 512GB/18GB- 00 CC, 240,000 16’’ - 512GB/18GB- 07 CC, 240,000 16’’ - 512GB/36GB - 27 CC, 260,000 Contact Us 0953964175 @heymobile 0936222222 @heymobile1"
@heyonlinemarket,1738,2024-11-08T15:48:59+00:00,"Tab A9+ , 128GB, 29,999 Birr
Tab A8, 64GB , 31,000 Birr
Tab S6 lite, 64GB, 40,000 Birr

Contact us:
0936222222 @heymobile1
0925927457 @eBRO4

@Heyonlinemarket",-1001386408521,345273,data/raw/media\@heyonlinemarket_1738.jpg,,"Tab A9+ , 128GB, 29,999 ETB Tab A8, 64GB , 31,000 ETB Tab S6 lite, 64GB, 40,000 ETB Contact us: 0936222222 @heymobile1 0925927457 @eBRO4 @Heyonlinemarket"
@heyonlinemarket,1737,2024-11-06T16:47:08+00:00,"iPhone 16 Pro Max 
•256GB = 189,000 Birr
•512GB = 219,000 Birr

iPhone 15 Pro Max 
•256GB = 154,000 Birr
•512GB = 164,000 Birr

Contact us :
0925927457 @eBRO4 
0953964175 @heymobile
@Heyonlinemarket",-1001386408521,126176,data/raw/media\@heyonlinemarket_1737.jpg,,"iPhone 16 Pro Max •256GB = 189,000 ETB •512GB = 219,000 ETB iPhone 15 Pro Max •256GB = 154,000 ETB •512GB = 164,000 ETB Contact us : 0925927457 @eBRO4 0953964175 @heymobile @Heyonlinemarket"
@heyonlinemarket,1736,2024-10-28T15:15:42+00:00,"•PlayStation 4 Slim, 37,000 Birr
•Playstaion 4 Pro, 39,000 Birr

•PlayStation Standard , 71,000 Birr
•PlayStation 5 Slim , 83,000 Birr

Contact 
0953964175 @heymobile

@heyonlinemarket",-1001386408521,230094,data/raw/media\@heyonlinemarket_1736.jpg,,"•PlayStation 4 Slim, 37,000 ETB •Playstaion 4 Pro, 39,000 ETB •PlayStation Standard , 71,000 ETB •PlayStation 5 Slim , 83,000 ETB Contact 0953964175 @heymobile @heyonlinemarket"
@heyonlinemarket,1735,2024-10-21T15:34:16+00:00,"SeaGate Extrnal Harddisk 

-14 TB HDD, 49,000 ETB
-10 TB HDD, 39,000 ETB
-12 TB HDD, 44,000 ETB
-8 TB HDD, 29,000 ETB

Contact Us
0953964175 @heymobile 

@heyonlinemarket",-1001386408521,24001,data/raw/media\@heyonlinemarket_1735.jpg,,"SeaGate Extrnal Harddisk -14 TB HDD, 49,000 ETB -10 TB HDD, 39,000 ETB -12 TB HDD, 44,000 ETB -8 TB HDD, 29,000 ETB Contact Us 0953964175 @heymobile @heyonlinemarket"
@heyonlinemarket,1734,2024-10-10T14:50:33+00:00,"•iMac (M1 Chip)

2022 Year
24’ Retina Display
512 GB Storage 
8GB RAM

290,000 birr 

0953964175 @heymobile

@heyonlinemarket",-1001386408521,411030,data/raw/media\@heyonlinemarket_1734.jpg,,"•iMac (M1 Chip) 2022 Year 24’ Retina Display 512 GB Storage 8GB RAM 290,000 ETB 0953964175 @heymobile @heyonlinemarket"
@heyonlinemarket,1733,2024-09-21T09:35:19+00:00,"iPhone 16 Promax
iPhone 16 Pro
iPhone 16 Plus
iPhone 16 
Available Now!

0925927457 @eBRO4 
0953964175 @heymobile
@heyonlinemarket",-1001386408521,298634,data/raw/media\@heyonlinemarket_1733.jpg,,iPhone 16 Promax iPhone 16 Pro iPhone 16 Plus iPhone 16 Available Now 0925927457 @eBRO4 0953964175 @heymobile @heyonlinemarket
@heyonlinemarket,1732,2024-09-17T06:55:05+00:00,"•Tab A9 - 19,500 ETB
•Tab A8 - 29,500 ETB 
•Tab A9+ 5G - 31,000 ETB
•Tab S6 Lite - 47,000 ETB
•Tab S9 FE - 59,000 ETB
•Tab S9 +5G -  99,000 ETB
•Tab S9 Ultra - 129,000 ETB

Contact us :
0936222222 @heymobile1
0925927457 @eBRO4 

@Heyonlinemarket",-1001386408521,29440,data/raw/media\@heyonlinemarket_1732.jpg,,"•Tab A9 - 19,500 ETB •Tab A8 - 29,500 ETB •Tab A9+ 5G - 31,000 ETB •Tab S6 Lite - 47,000 ETB •Tab S9 FE - 59,000 ETB •Tab S9 +5G - 99,000 ETB •Tab S9 Ultra - 129,000 ETB Contact us : 0936222222 @heymobile1 0925927457 @eBRO4 @Heyonlinemarket"
@heyonlinemarket,1731,2024-09-08T15:58:01+00:00,"iPhone 15 Promax 
•256GB = 146,000 Birr
•512GB = 156,000 Birr

Samsung 24 Ultra
•256GB = 114,000 Birr
•512GB = 126,000 Birr

Contact us :
0953964175 @heymobile 
0925927457 @eBRO4 

@Heyonlinemarket",-1001386408521,308040,data/raw/media\@heyonlinemarket_1731.jpg,,"iPhone 15 Promax •256GB = 146,000 ETB •512GB = 156,000 ETB Samsung 24 Ultra •256GB = 114,000 ETB •512GB = 126,000 ETB Contact us : 0953964175 @heymobile 0925927457 @eBRO4 @Heyonlinemarket"
@heyonlinemarket,1730,2024-09-06T14:09:25+00:00,"Apple M3 Pro 16 inch 

🔹14 inches
512GB / 18GB
275,00 ETB

🔸16 inches 
512GB / 18GB
349,000 ETB 

🔹16 Inches
512GB / 32GB
379,000 ETB

Contact Us
0953964175 @heymobile 

@heyonlinemarket",-1001386408521,301482,data/raw/media\@heyonlinemarket_1730.jpg,,"Apple M3 Pro 16 inch 🔹14 inches 512GB / 18GB 275,00 ETB 🔸16 inches 512GB / 18GB 349,000 ETB 🔹16 Inches 512GB / 32GB 379,000 ETB Contact Us 0953964175 @heymobile @heyonlinemarket"
@heyonlinemarket,1729,2024-08-12T16:25:26+00:00,"Smart Watch Collections

🔹Galaxy Watch 6 Classic (LTE)
         47MM - 37,000 Birr
🔹Galaxy Watch 7 (GPS)
         47mm- 39,000 Birr
🔹Galaxy Watch Ultra (LTE)
         47mm- 63,000 Birr
🔹Huawei Watch 4 Pro (LTE)
         47mm-63,000 Birr

Exchange Available
🚴‍♀️ Free Delivery

Contact us :
0925927457 @eBRO4
@Heyonlinemarket",-1001386408521,29710,data/raw/media\@heyonlinemarket_1729.jpg,,"Smart Watch Collections 🔹Galaxy Watch 6 Classic (LTE) 47MM - 37,000 ETB 🔹Galaxy Watch 7 (GPS) 47mm- 39,000 ETB 🔹Galaxy Watch Ultra (LTE) 47mm- 63,000 ETB 🔹Huawei Watch 4 Pro (LTE) 47mm-63,000 ETB Exchange Available 🚴‍♀️ Free Delivery Contact us : 0925927457 @eBRO4 @Heyonlinemarket"
@heyonlinemarket,1727,2024-08-06T09:29:53+00:00,"Gaming PC (HP OMEN & MSI )

🔸Core i7 13th Gen
RTX 4060 (6GB)
139,000 Birr

🔹Core i9 13th Gen
RTX 4070 (8GB)
214,000 ETB

🔸Core i9 13th Gen
RTX 4060 (8GB)
174,000 ETB

Contact Us 
0953964175 @heymobile
@heyonlinemarket",-1001386408521,252896,data/raw/media\@heyonlinemarket_1727.jpg,,"Gaming PC (HP OMEN & MSI ) 🔸Core i7 13th Gen RTX 4060 (6GB) 139,000 ETB 🔹Core i9 13th Gen RTX 4070 (8GB) 214,000 ETB 🔸Core i9 13th Gen RTX 4060 (8GB) 174,000 ETB Contact Us 0953964175 @heymobile @heyonlinemarket"
@heyonlinemarket,1726,2024-07-30T05:47:35+00:00,"Affordable Gaming PC (HP Victus)

🔸Core 17 12th Gen
RTX 3050 TI (4GB)
104,000 Birr

🔹Core 17 13th Gen
RTX 4050 TI (6GB)
119,000 ETB

🔸Core 17 13th Gen
RTX 4060 (8GB)
139,000 ETB

Contact Us 
0953964175 @heymobile
@heyonlinemarket",-1001386408521,100659,data/raw/media\@heyonlinemarket_1726.jpg,,"Affordable Gaming PC (HP Victus) 🔸Core 17 12th Gen RTX 3050 TI (4GB) 104,000 ETB 🔹Core 17 13th Gen RTX 4050 TI (6GB) 119,000 ETB 🔸Core 17 13th Gen RTX 4060 (8GB) 139,000 ETB Contact Us 0953964175 @heymobile @heyonlinemarket"
@heyonlinemarket,1725,2024-07-27T16:51:20+00:00,"•Playstaion 5 Slim, 76,000 Birr

•PlayStation 4 Slim, 35,000 Birr
•PlayStation 4 Pro, 42,000 Birr

•Meta Quest 2, 45,000 Birr
•Meta Quest 3, 78,000 Birr 

Contact 
0953964175 @heymobile
0925927457 @eBRO4 

@heyonlinemarket",-1001386408521,240334,data/raw/media\@heyonlinemarket_1725.jpg,,"•Playstaion 5 Slim, 76,000 ETB •PlayStation 4 Slim, 35,000 ETB •PlayStation 4 Pro, 42,000 ETB •Meta Quest 2, 45,000 ETB •Meta Quest 3, 78,000 ETB Contact 0953964175 @heymobile 0925927457 @eBRO4 @heyonlinemarket"
@heyonlinemarket,1724,2024-07-24T16:19:39+00:00,"Samsung Galaxy S20 FE (New)

Front Camera: 32MP
Rear Camera: 12MP + 12MP + 8MP
RAM: 6GB
Storage: 128GB
Price: 29,000 ETB

Exchange Available
🏍️ Free Delivery

Contact us :
0925927457 @eBRO4
@Heyonlinemarket",-1001386408521,27883,data/raw/media\@heyonlinemarket_1724.jpg,,"Samsung Galaxy S20 FE (New) Front Camera: 32MP Rear Camera: 12MP + 12MP + 8MP RAM: 6GB Storage: 128GB Price: 29,000 ETB Exchange Available 🏍️ Free Delivery Contact us : 0925927457 @eBRO4 @Heyonlinemarket"
@heyonlinemarket,1723,2024-07-21T14:32:46+00:00,"🔸MacBook Air, M1
256GB/ 8GB
137 CYcle Count
79,000 birr

🔹MacBook air, M1
256/ 8GB
407 CYcle Count
69,000 birr

Contact Us
0953964175 @heymobile
0925927457

@heyonlinemarket",-1001386408521,90565,data/raw/media\@heyonlinemarket_1723.jpg,,"🔸MacBook Air, M1 256GB/ 8GB 137 CYcle Count 79,000 ETB 🔹MacBook air, M1 256/ 8GB 407 CYcle Count 69,000 ETB Contact Us 0953964175 @heymobile 0925927457 @heyonlinemarket"
@heyonlinemarket,1722,2024-07-19T14:39:13+00:00,"•Macbook PRO 512GB/18GB
 M3 Pro Chip 275,000 Birr

•Macbook PRO 512/8GB 
M3 Chip 185,000 Birr

Contact Us
0953964175 @heymobile
@heyonlinemarket",-1001386408521,91215,data/raw/media\@heyonlinemarket_1722.jpg,,"•Macbook PRO 512GB/18GB M3 Pro Chip 275,000 ETB •Macbook PRO 512/8GB M3 Chip 185,000 ETB Contact Us 0953964175 @heymobile @heyonlinemarket"
@heyonlinemarket,1720,2024-06-28T17:27:12+00:00,"Stock Clearance Discount 2

📞 0925927457 @eBRO4
📞 0953964175 @heymobile

•iP 7+, Black, 128GB, 99% 12K
•iP XS Max, Gold, 64GB, 83%, 25K
•iP XS Max, Gold, 256GB, 88% 29K
•iP 11, Red, 64GB, 100% 28K ⚠️
•iP 11, Black, 128GB, 85%, 33K
•11 Pro, Black, 64GB, 100% 39K ⚠️
•11 Pro, White, 64GB, 87% 36K
•11 Pro Max, Black, 64GB, 86%, 46K

•11 Pro Max, Black, 256GB, -% 40⚠️
•iP 12, Red, 128GB, 88%, 42K
•iP 12, White, 128GB, 88% 42K
•iP 12, Green, 128GB, 86% 42K
•12 Pro, Blue, 128GB, 89% 49K
•12 Pro Max, Blue, 512GB, 84% 64K
•iP 13, Blueback, 128GB, 90% 56K
•iP 13, Black, 128GB, 92% 49K ⚠️

•iP 13, Red, 128GB, 86%, 56K
•iP 13, Black, 128GB, 89%, 58K
•13 Pro, Golden, 256GB, 87% 69K 
•13 Pro, Blue, 512GB/88% 69K ⚠️
•13 ProMax, Black, 128 GB, 87% 74K
•13 ProMax, 256GB, 86%, 64K⚠️
•13 ProMax, 256GB, 85%, 74K⚠️
•13 ProMax, Gold, 256GB, 86%, 79K  
•13 Pro Max, Gold, 256 GB,88% 79K  
•13 Pro Max, Blue, 256GB, 94% 79K
•13 Pro Max, 1TB, 88%, 69K ⚠️
•13 Pro Max, Blu, 256GB/ -% 70K ⚠️

Exchange Available!
Free Delivery 🚚 

@heyonlinemarket
https://heymobile.store/catalogue",-1001386408521,182561,data/raw/media\@heyonlinemarket_1720.jpg,,"Stock Clearance Discount 2 📞 0925927457 @eBRO4 📞 0953964175 @heymobile •iP 7+, Black, 128GB, 99% 12K •iP XS Max, Gold, 64GB, 83%, 25K •iP XS Max, Gold, 256GB, 88% 29K •iP 11, Red, 64GB, 100% 28K ⚠️ •iP 11, Black, 128GB, 85%, 33K •11 Pro, Black, 64GB, 100% 39K ⚠️ •11 Pro, White, 64GB, 87% 36K •11 Pro Max, Black, 64GB, 86%, 46K •11 Pro Max, Black, 256GB, -% 40⚠️ •iP 12, Red, 128GB, 88%, 42K •iP 12, White, 128GB, 88% 42K •iP 12, Green, 128GB, 86% 42K •12 Pro, Blue, 128GB, 89% 49K •12 Pro Max, Blue, 512GB, 84% 64K •iP 13, Blueback, 128GB, 90% 56K •iP 13, Black, 128GB, 92% 49K ⚠️ •iP 13, Red, 128GB, 86%, 56K •iP 13, Black, 128GB, 89%, 58K •13 Pro, Golden, 256GB, 87% 69K •13 Pro, Blue, 512GB/88% 69K ⚠️ •13 ProMax, Black, 128 GB, 87% 74K •13 ProMax, 256GB, 86%, 64K⚠️ •13 ProMax, 256GB, 85%, 74K⚠️ •13 ProMax, Gold, 256GB, 86%, 79K •13 Pro Max, Gold, 256 GB,88% 79K •13 Pro Max, Blue, 256GB, 94% 79K •13 Pro Max, 1TB, 88%, 69K ⚠️ •13 Pro Max, Blu, 256GB/ -% 70K ⚠️ Exchange Available Free Delivery 🚚 @heyonlinemarket https://heymobile.store/catalogue"
@heyonlinemarket,1719,2024-06-20T16:22:25+00:00,"Samsung Galaxy S22 Ultra 
256 GB - 67,000 ETB
512 GB - 78,000 ETB

Samsung Galaxy S23 Ultra 
256 GB - 92,000 ETB
512 GB - 109,000 ETB

Samsung Galaxy S24 Ultra 
256 GB - 109,000 ETB
512 GB - 124,000 ETB

Exchange Available
🏍️ Free Delivery

Contact us :
0925927457 @eBRO4
@Heyonlinemarket",-1001386408521,191125,data/raw/media\@heyonlinemarket_1719.jpg,,"Samsung Galaxy S22 Ultra 256 GB - 67,000 ETB 512 GB - 78,000 ETB Samsung Galaxy S23 Ultra 256 GB - 92,000 ETB 512 GB - 109,000 ETB Samsung Galaxy S24 Ultra 256 GB - 109,000 ETB 512 GB - 124,000 ETB Exchange Available 🏍️ Free Delivery Contact us : 0925927457 @eBRO4 @Heyonlinemarket"
@heyonlinemarket,1718,2024-06-07T08:36:20+00:00,"Play More and Spend less!

•PS4 Slim, 34,999 Birr
•PS4 PRO, 41,999 Birr
•Original Controller 6,499 Birr

Contact Us
0953964175 @heymobile

@heyonlinemarket",-1001386408521,362075,data/raw/media\@heyonlinemarket_1718.jpg,,"Play More and Spend less •PS4 Slim, 34,999 ETB •PS4 PRO, 41,999 ETB •Original Controller 6,499 ETB Contact Us 0953964175 @heymobile @heyonlinemarket"
@heyonlinemarket,1717,2024-06-04T17:28:18+00:00,"Stock Clearance Discount

📞 0925927457 @eBRO4
📞 0953964175 @heymobile

Sold OUT 

Exchange Available!
Free Delivery 🚚 

@heyonlinemarket",-1001386408521,29908,data/raw/media\@heyonlinemarket_1717.jpg,,Stock Clearance Discount 📞 0925927457 @eBRO4 📞 0953964175 @heymobile Sold OUT Exchange Available Free Delivery 🚚 @heyonlinemarket
@heyonlinemarket,1716,2024-05-29T16:41:26+00:00,"iPhone 15 Promax 
•256GB = 139,000 Birr
•512GB = 159,000 Birr

Samsung 24 Ultra
•256GB = 111,000 Birr
•512GB = 128,000 Birr

Contact us :
0953964175 @heymobile 
0925927457

@Heyonlinemarket",-1001386408521,172437,data/raw/media\@heyonlinemarket_1716.jpg,,"iPhone 15 Promax •256GB = 139,000 ETB •512GB = 159,000 ETB Samsung 24 Ultra •256GB = 111,000 ETB •512GB = 128,000 ETB Contact us : 0953964175 @heymobile 0925927457 @Heyonlinemarket"
