channel,message_id,date,text,sender_id,views,image_path,doc_path,processed_text
@AwasMart,11813,2025-06-14T12:33:35+00:00,"🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖
ውድ ደንበኞቻችን ሱቃችን ነገ እሁድ ከ4:30-11:00 ሰዓት ክፍት መሆኑን በአክብሮት እንገልፃለን።

📍አድራሻችን:-
📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,3180,data/raw/media\@AwasMart_11813.jpg,,🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖 ውድ ደንበኞቻችን ሱቃችን ነገ እሁድ ከ4:30-11:00 ሰዓት ክፍት መሆኑን በአክብሮት እንገልፃለን 📍አድራሻችን:- 📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌
@AwasMart,11812,2025-06-13T14:46:07+00:00,,-1001429900086,3284,data/raw/media\@AwasMart_11812.jpg,,
@AwasMart,11811,2025-06-13T14:46:07+00:00,,-1001429900086,3710,data/raw/media\@AwasMart_11811.jpg,,
@AwasMart,11810,2025-06-13T14:46:07+00:00,,-1001429900086,3397,data/raw/media\@AwasMart_11810.jpg,,
@AwasMart,11809,2025-06-13T14:46:07+00:00,,-1001429900086,3164,data/raw/media\@AwasMart_11809.jpg,,
@AwasMart,11808,2025-06-13T14:46:07+00:00,,-1001429900086,3175,data/raw/media\@AwasMart_11808.jpg,,
@AwasMart,11807,2025-06-13T14:46:07+00:00,,-1001429900086,3083,data/raw/media\@AwasMart_11807.jpg,,
@AwasMart,11806,2025-06-13T14:45:51+00:00,"❇️Lint Roller

  ዋጋ💵፦  💰 600 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,3248,data/raw/media\@AwasMart_11806.jpg,,❇️Lint Roller ዋጋ💵 💰 600 ETB 💬በቴሌግራም ለማዘዝ @wamrt1 @wamrt2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌
@AwasMart,11805,2025-06-13T07:48:31+00:00,❇️ Rechargeable Vintage Lamp Humidifier,-1001429900086,3066,,data/raw/media\@AwasMart_11805.mp4,❇️ Rechargeable Vintage Lamp Humidifier
@AwasMart,11804,2025-06-13T07:48:31+00:00,,-1001429900086,2806,data/raw/media\@AwasMart_11804.jpg,,
@AwasMart,11803,2025-06-13T07:48:31+00:00,,-1001429900086,3086,data/raw/media\@AwasMart_11803.jpg,,
@AwasMart,11802,2025-06-13T07:48:31+00:00,,-1001429900086,2697,data/raw/media\@AwasMart_11802.jpg,,
