channel,message_id,date,text,sender_id,views,image_path,doc_path,processed_text,conll_text
@AwasMart,11849,2025-06-20T07:15:50+00:00,"❇️12pcs Silicone Kitchen Set

👉available colors:- black and dark grey

         ዋጋ💵፦  💰2,000 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,1629,data/raw/media\@AwasMart_11849.jpg,,"❇️12pcs Silicone Kitchen Set 👉available colors:- black and dark grey ዋጋ💵 💰2,000 ETB 💬በቴሌግራም ለማዘዝ @wamrt1 @wamrt2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌","12pcs Silicone ኩሽና ስብስብ available colors - black and dark grey ዋጋ 2,000 ETB በቴሌግራም ለማዘዝ wamrt1 wamrt2 አድራሻችን - 1 . ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2 . ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart"
@AwasMart,11848,2025-06-19T13:06:12+00:00,"👨‍💻👩‍💻🧑‍💻👩‍💻👨‍💻😴🧑‍💻👩‍💻👨‍💻👨‍💻 
Foldable Height Adjustable Metal Frame Laptop Stand",-1001429900086,2104,,data/raw/media\@AwasMart_11848.mp4,👨‍💻👩‍💻🧑‍💻👩‍💻👨‍💻😴🧑‍💻👩‍💻👨‍💻👨‍💻 Foldable Height Adjustable Metal Frame Laptop Stand,Foldable Height Adjustable Metal Frame ላፕቶፕ መደገፊያ
@AwasMart,11847,2025-06-19T13:06:12+00:00,"👩‍💻 Foldable Height Adjustable Metal Frame Laptop Stand👨‍💻
🔰Help your sitting posture
💯 High  Quality ( የብረቱ )

ላፕቶፕ ጭን ላይ አስቀምጠው መጠቀም ለከፋ ጉዳት እንደሚያጋልጥ የጤና ባለሙያዎች ይናገራሉ ፤ እንዲሁም ቴብል ላይ አድርገዉ ሲጠቀሙ ፋኑ ስለሚደፈን  ከፍተኛ ሙቀት በመፍጠር ድምፅ ያሰማል። 

ለዚህ ሁሉ መፍትሄ ተጣጣፊ የላፕቶፕ ፣ ታብሌት Holder በተመጣጣኝ ዋጋ ገዝተዉ የእርስዎንና የላፕቶፕዎን ጤንነት ይጠብቁ።

       ዋጋ💵፦  💰1,000 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,2014,data/raw/media\@AwasMart_11847.jpg,,"👩‍💻 Foldable Height Adjustable Metal Frame Laptop Stand👨‍💻 🔰Help your sitting posture 💯 High Quality ( የብረቱ ) ላፕቶፕ ጭን ላይ አስቀምጠው መጠቀም ለከፋ ጉዳት እንደሚያጋልጥ የጤና ባለሙያዎች ይናገራሉ እንዲሁም ቴብል ላይ አድርገዉ ሲጠቀሙ ፋኑ ስለሚደፈን ከፍተኛ ሙቀት በመፍጠር ድምፅ ያሰማል ለዚህ ሁሉ መፍትሄ ተጣጣፊ የላፕቶፕ ታብሌት Holder በተመጣጣኝ ዋጋ ገዝተዉ የእርስዎንና የላፕቶፕዎን ጤንነት ይጠብቁ ዋጋ💵 💰1,000 ETB 💬በቴሌግራም ለማዘዝ @wamrt1 @wamrt2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌","Foldable Height Adjustable Metal Frame ላፕቶፕ መደገፊያ Help your sitting posture High Quality ( የብረቱ ) ላፕቶፕ ጭን ላይ አስቀምጠው መጠቀም ለከፋ ጉዳት እንደሚያጋልጥ የጤና ባለሙያዎች ይናገራሉ እንዲሁም ቴብል ላይ አድርገዉ ሲጠቀሙ ፋኑ ስለሚደፈን ከፍተኛ ሙቀት በመፍጠር ድምፅ ያሰማል ለዚህ ሁሉ መፍትሄ ተጣጣፊ የላፕቶፕ ታብሌት Holder በተመጣጣኝ ዋጋ ገዝተዉ የእርስዎንና የላፕቶፕዎን ጤንነት ይጠብቁ ዋጋ 1,000 ETB በቴሌግራም ለማዘዝ wamrt1 wamrt2 አድራሻችን - 1 . ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2 . ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart"
@AwasMart,11846,2025-06-19T07:18:36+00:00,"🍊🍊🍊🍎🍎🍎🍋🍋🍋🍇🍇🍇
❇️ Manual Hand Press Fruit Juicer",-1001429900086,2083,,data/raw/media\@AwasMart_11846.mp4,🍊🍊🍊🍎🍎🍎🍋🍋🍋🍇🍇🍇 ❇️ Manual Hand Press Fruit Juicer,Manual Hand Press Fruit ጭማቂ_ማውጫ
@AwasMart,11845,2025-06-19T07:18:36+00:00,"🍊🍊🍊🍎🍎🍎🍋🍋🍋🍇🍇🍇
❇️ Manual Hand Press Fruit Juicer",-1001429900086,2001,,data/raw/media\@AwasMart_11845.mp4,🍊🍊🍊🍎🍎🍎🍋🍋🍋🍇🍇🍇 ❇️ Manual Hand Press Fruit Juicer,Manual Hand Press Fruit ጭማቂ_ማውጫ
@AwasMart,11844,2025-06-19T07:18:36+00:00,"🍊🍊🍊🍎🍎🍎🍋🍋🍋🍇🍇🍇
❇️ Manual Hand Press Fruit Juicer

 🔰Safe 
🔰Quick 
🔰Super Easy to Clean and 
🔰Effective Juicing

ዋጋ💵፦  💰 1,000 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,1914,data/raw/media\@AwasMart_11844.jpg,,"🍊🍊🍊🍎🍎🍎🍋🍋🍋🍇🍇🍇 ❇️ Manual Hand Press Fruit Juicer 🔰Safe 🔰Quick 🔰Super Easy to Clean and 🔰Effective Juicing ዋጋ💵 💰 1,000 ETB 💬በቴሌግራም ለማዘዝ @wamrt1 @wamrt2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌","Manual Hand Press Fruit ጭማቂ_ማውጫ Safe Quick Super Easy to Clean and Effective Juicing ዋጋ 1,000 ETB በቴሌግራም ለማዘዝ wamrt1 wamrt2 አድራሻችን - 1 . ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2 . ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart"
@AwasMart,11843,2025-06-18T06:28:29+00:00,❇️Impulse sealer for PP/PE bags,-1001429900086,2469,,data/raw/media\@AwasMart_11843.mp4,❇️Impulse sealer for PP/PE bags,Impulse መዝጊያ for PP PE bags
@AwasMart,11842,2025-06-18T06:28:29+00:00,"❇️ Brother Impulse sealer for PP/PE bags

👉Size:- 400mm

       ዋጋ💵፦  💰 4,000 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,2396,data/raw/media\@AwasMart_11842.jpg,,"❇️ Brother Impulse sealer for PP/PE bags 👉Size:- 400mm ዋጋ💵 💰 4,000 ETB 💬በቴሌግራም ለማዘዝ @wamrt1 @wamrt2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌","Brother Impulse መዝጊያ for PP PE bags Size - 400mm ዋጋ 4,000 ETB በቴሌግራም ለማዘዝ wamrt1 wamrt2 አድራሻችን - 1 . ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2 . ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart"
@AwasMart,11841,2025-06-17T13:12:32+00:00,,-1001429900086,2768,data/raw/media\@AwasMart_11841.jpg,,,
@AwasMart,11840,2025-06-17T13:12:32+00:00,,-1001429900086,2885,data/raw/media\@AwasMart_11840.jpg,,,
@AwasMart,11839,2025-06-17T13:12:31+00:00,,-1001429900086,2619,data/raw/media\@AwasMart_11839.jpg,,,
@AwasMart,11838,2025-06-17T12:39:33+00:00,,-1001429900086,2714,data/raw/media\@AwasMart_11838.jpg,,,
@AwasMart,11837,2025-06-17T06:03:11+00:00,"🦌🔔🍭🤭🧦🎁🎄☃️💡🕯
🛀Pororo sponge clay🛁🛁🛁",-1001429900086,2967,,data/raw/media\@AwasMart_11837.mp4,🦌🔔🍭🤭🧦🎁🎄☃️💡🕯 🛀Pororo sponge clay🛁🛁🛁,Pororo sponge ሸክላ
@AwasMart,11836,2025-06-17T06:03:11+00:00,"🦌🔔🍭🤭🧦🎁🎄☃️💡🕯
🛀Pororo sponge clay🛁🛁🛁",-1001429900086,2839,,data/raw/media\@AwasMart_11836.mp4,🦌🔔🍭🤭🧦🎁🎄☃️💡🕯 🛀Pororo sponge clay🛁🛁🛁,Pororo sponge ሸክላ
@AwasMart,11835,2025-06-17T06:03:11+00:00,,-1001429900086,2429,data/raw/media\@AwasMart_11835.jpg,,,
@AwasMart,11834,2025-06-17T06:03:11+00:00,,-1001429900086,2475,data/raw/media\@AwasMart_11834.jpg,,,
@AwasMart,11833,2025-06-17T06:03:10+00:00,"🛀Pororo sponge clay🛁🛁🛁

👉Exfoliating sponge clay

       ዋጋ💵፦  💰200 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,2345,data/raw/media\@AwasMart_11833.jpg,,🛀Pororo sponge clay🛁🛁🛁 👉Exfoliating sponge clay ዋጋ💵 💰200 ETB 💬በቴሌግራም ለማዘዝ @wamrt1 @wamrt2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌,Pororo sponge ሸክላ Exfoliating sponge ሸክላ ዋጋ 200 ETB በቴሌግራም ለማዘዝ wamrt1 wamrt2 አድራሻችን - 1 . ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2 . ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart
@AwasMart,11832,2025-06-16T14:43:53+00:00,,-1001429900086,2733,data/raw/media\@AwasMart_11832.jpg,,,
@AwasMart,11831,2025-06-16T14:43:53+00:00,,-1001429900086,2947,data/raw/media\@AwasMart_11831.jpg,,,
@AwasMart,11830,2025-06-16T14:43:53+00:00,,-1001429900086,2699,data/raw/media\@AwasMart_11830.jpg,,,
@AwasMart,11829,2025-06-16T14:43:53+00:00,,-1001429900086,2610,data/raw/media\@AwasMart_11829.jpg,,,
@AwasMart,11828,2025-06-16T14:43:53+00:00,,-1001429900086,2470,data/raw/media\@AwasMart_11828.jpg,,,
@AwasMart,11827,2025-06-16T14:43:53+00:00,,-1001429900086,2526,data/raw/media\@AwasMart_11827.jpg,,,
@AwasMart,11826,2025-06-16T14:43:53+00:00,,-1001429900086,2435,data/raw/media\@AwasMart_11826.jpg,,,
@AwasMart,11825,2025-06-16T14:43:52+00:00,"❇️Hair Scalp Massager

👉Silicone Bristles 

    ዋጋ💵፦  💰 250 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,2585,data/raw/media\@AwasMart_11825.jpg,,❇️Hair Scalp Massager 👉Silicone Bristles ዋጋ💵 💰 250 ETB 💬በቴሌግራም ለማዘዝ @wamrt1 @wamrt2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌,Hair Scalp Massager Silicone Bristles ዋጋ 250 ETB በቴሌግራም ለማዘዝ wamrt1 wamrt2 አድራሻችን - 1 . ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2 . ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart
@AwasMart,11824,2025-06-16T06:27:33+00:00,"👼👼👼👼👼👼👼👼👼👼👶👶
❇️BABY SWADDLING BLANKETS",-1001429900086,2761,,data/raw/media\@AwasMart_11824.mp4,👼👼👼👼👼👼👼👼👼👼👶👶 ❇️BABY SWADDLING BLANKETS,ህጻን SWADDLING BLANKETS
@AwasMart,11823,2025-06-16T06:26:54+00:00,"👼👼👼👼👼👼👼👼👼👼👶👶
❇️BABY SWADDLING BLANKETS

የጨቅላ ህፃናት ማቀፊያና ማስተኛ ብርድ ልብስ
👉 አዲስ ለተወለዱ እና  እስከ 6ወር ላሉ ህፃናት የሚሆን
👉 በጣም ወፍራም ለስላሳ
👉 ህፃናት እና እናቶች የሚመርጡት 

ዋጋ💵፦  💰 1,800 ብር

💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,2823,data/raw/media\@AwasMart_11823.jpg,,"👼👼👼👼👼👼👼👼👼👼👶👶 ❇️BABY SWADDLING BLANKETS የጨቅላ ህፃናት ማቀፊያና ማስተኛ ብርድ ልብስ 👉 አዲስ ለተወለዱ እና እስከ 6ወር ላሉ ህፃናት የሚሆን 👉 በጣም ወፍራም ለስላሳ 👉 ህፃናት እና እናቶች የሚመርጡት ዋጋ💵 💰 1,800 ETB 💬በቴሌግራም ለማዘዝ @awasadmin1 @awasadmin2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌","ህጻን SWADDLING BLANKETS የጨቅላ ህፃናት ማቀፊያና ማስተኛ ብርድ ልብስ አዲስ ለተወለዱ እና እስከ 6ወር ላሉ ህፃናት የሚሆን በጣም ወፍራም ለስላሳ ህፃናት እና እናቶች የሚመርጡት ዋጋ 1,800 ETB በቴሌግራም ለማዘዝ awasadmin1 awasadmin2 አድራሻችን - 1 . ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2 . ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart"
@AwasMart,11822,2025-06-14T18:01:27+00:00,,-1001429900086,3331,data/raw/media\@AwasMart_11822.jpg,,,
@AwasMart,11821,2025-06-14T18:01:26+00:00,,-1001429900086,3413,data/raw/media\@AwasMart_11821.jpg,,,
@AwasMart,11820,2025-06-14T18:01:26+00:00,,-1001429900086,3149,data/raw/media\@AwasMart_11820.jpg,,,
